match_id,date,venue,team1,team2,winner,toss_winner,toss_decision,format,year
1000887,2017-01-13,"Brisbane Cricket Ground, Woolloongabba",Australia,Pakistan,Australia,Australia,bat,ODI,2017
1000889,2017-01-15,Melbourne Cricket Ground,Australia,Pakistan,Pakistan,Australia,bat,ODI,2017
1000891,2017-01-19,Western Australia Cricket Association Ground,Australia,Pakistan,Australia,Australia,field,ODI,2017
1000893,2017-01-22,Sydney Cricket Ground,Australia,Pakistan,Australia,Australia,bat,ODI,2017
1000895,2017-01-26,Adelaide Oval,Australia,Pakistan,Australia,Australia,bat,ODI,2017
1001371,2016-12-04,Sydney Cricket Ground,Australia,New Zealand,Australia,Australia,bat,ODI,2016
1001373,2016-12-06,Manuka Oval,Australia,New Zealand,Australia,New Zealand,field,ODI,2016
1001375,2016-12-09,Melbourne Cricket Ground,Australia,New Zealand,Australia,Australia,bat,ODI,2016
1004283,2016-09-08,"Grange Cricket Club Ground, Raeburn Place",Scotland,Hong Kong,,Hong Kong,field,ODI,2016
1004285,2016-09-10,"Grange Cricket Club Ground, Raeburn Place",Scotland,Hong Kong,Scotland,Scotland,bat,ODI,2016
1007649,2016-06-11,Harare Sports Club,Zimbabwe,India,India,India,field,ODI,2016
1007651,2016-06-13,Harare Sports Club,Zimbabwe,India,India,India,field,ODI,2016
1007653,2016-06-15,Harare Sports Club,Zimbabwe,India,India,Zimbabwe,bat,ODI,2016
1019973,2016-12-26,Hagley Oval,New Zealand,Bangladesh,New Zealand,New Zealand,bat,ODI,2016
1019975,2016-12-29,Saxton Oval,New Zealand,Bangladesh,New Zealand,Bangladesh,field,ODI,2016
1019977,2016-12-31,Saxton Oval,New Zealand,Bangladesh,New Zealand,Bangladesh,bat,ODI,2016
1020013,2017-01-30,Eden Park,New Zealand,Australia,New Zealand,Australia,field,ODI,2017
1020017,2017-02-05,Seddon Park,New Zealand,Australia,New Zealand,New Zealand,bat,ODI,2017
1020031,2017-02-19,Seddon Park,New Zealand,South Africa,South Africa,South Africa,field,ODI,2017
1020033,2017-02-22,Hagley Oval,New Zealand,South Africa,New Zealand,South Africa,field,ODI,2017
1020035,2017-02-25,Westpac Stadium,New Zealand,South Africa,South Africa,South Africa,bat,ODI,2017
1020037,2017-03-01,Seddon Park,New Zealand,South Africa,New Zealand,South Africa,bat,ODI,2017
1020039,2017-03-04,Eden Park,New Zealand,South Africa,South Africa,South Africa,field,ODI,2017
1022347,2017-06-01,Kennington Oval,England,Bangladesh,England,England,field,ODI,2017
1022349,2017-06-02,Edgbaston,Australia,New Zealand,,New Zealand,bat,ODI,2017
1022351,2017-06-03,Kennington Oval,South Africa,Sri Lanka,South Africa,Sri Lanka,field,ODI,2017
1022353,2017-06-04,Edgbaston,India,Pakistan,India,Pakistan,field,ODI,2017
1022355,2017-06-05,Kennington Oval,Australia,Bangladesh,,Bangladesh,bat,ODI,2017
1022357,2017-06-06,Sophia Gardens,England,New Zealand,England,New Zealand,field,ODI,2017
1022359,2017-06-07,Edgbaston,Pakistan,South Africa,Pakistan,South Africa,bat,ODI,2017
1022361,2017-06-08,Kennington Oval,India,Sri Lanka,Sri Lanka,Sri Lanka,field,ODI,2017
1022363,2017-06-09,Sophia Gardens,Bangladesh,New Zealand,Bangladesh,New Zealand,bat,ODI,2017
1022365,2017-06-10,Edgbaston,England,Australia,England,England,field,ODI,2017
1022367,2017-06-11,Kennington Oval,India,South Africa,India,India,field,ODI,2017
1022369,2017-06-12,Sophia Gardens,Pakistan,Sri Lanka,Pakistan,Pakistan,field,ODI,2017
1022371,2017-06-14,Sophia Gardens,England,Pakistan,Pakistan,Pakistan,field,ODI,2017
1022373,2017-06-15,Edgbaston,Bangladesh,India,India,India,field,ODI,2017
1022375,2017-06-18,Kennington Oval,India,Pakistan,Pakistan,India,field,ODI,2017
1026847,2016-11-04,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,Hong Kong,Hong Kong,bat,ODI,2016
1026849,2016-11-06,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,Papua New Guinea,Papua New Guinea,bat,ODI,2016
1026851,2016-11-08,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,Hong Kong,Papua New Guinea,bat,ODI,2016
1027315,2017-03-03,"Sir Vivian Richards Stadium, North Sound",West Indies,England,England,West Indies,field,ODI,2017
1027317,2017-03-05,"Sir Vivian Richards Stadium, North Sound",West Indies,England,England,West Indies,bat,ODI,2017
1027319,2017-03-09,"Kensington Oval, Bridgetown",West Indies,England,England,West Indies,field,ODI,2017
1029001,2017-05-05,County Ground,England,Ireland,England,Ireland,bat,ODI,2017
1029003,2017-05-07,Lord's,England,Ireland,England,Ireland,field,ODI,2017
1029819,2016-10-07,Shere Bangla National Stadium,Bangladesh,England,England,England,bat,ODI,2016
1029821,2016-10-09,Shere Bangla National Stadium,Bangladesh,England,Bangladesh,England,field,ODI,2016
1029823,2016-10-12,Zahur Ahmed Chowdhury Stadium,Bangladesh,England,England,England,field,ODI,2016
1030219,2016-10-16,Himachal Pradesh Cricket Association Stadium,India,New Zealand,India,India,field,ODI,2016
1030221,2016-10-20,Feroz Shah Kotla,India,New Zealand,New Zealand,India,field,ODI,2016
1030223,2016-10-23,"Punjab Cricket Association Stadium, Mohali",India,New Zealand,India,India,field,ODI,2016
1030225,2016-10-26,JSCA International Stadium Complex,India,New Zealand,New Zealand,New Zealand,bat,ODI,2016
1030227,2016-10-29,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,New Zealand,India,India,bat,ODI,2016
1031425,2017-05-24,Headingley,England,South Africa,England,South Africa,field,ODI,2017
1031427,2017-05-27,The Rose Bowl,England,South Africa,England,South Africa,field,ODI,2017
1031429,2017-05-29,Lord's,England,South Africa,South Africa,South Africa,field,ODI,2017
1031667,2017-09-19,Old Trafford,West Indies,England,England,West Indies,bat,ODI,2017
1031669,2017-09-21,Trent Bridge,England,West Indies,,West Indies,field,ODI,2017
1031671,2017-09-24,County Ground,England,West Indies,England,West Indies,field,ODI,2017
1031673,2017-09-27,Kennington Oval,West Indies,England,England,England,field,ODI,2017
1031675,2017-09-29,The Rose Bowl,West Indies,England,England,England,field,ODI,2017
1033361,2017-05-12,Malahide,Ireland,Bangladesh,,Ireland,field,ODI,2017
1033363,2017-05-14,Malahide,Ireland,New Zealand,New Zealand,Ireland,field,ODI,2017
1033365,2017-05-17,Clontarf Cricket Club Ground,Bangladesh,New Zealand,New Zealand,New Zealand,field,ODI,2017
1033367,2017-05-19,Malahide,Ireland,Bangladesh,Bangladesh,Bangladesh,field,ODI,2017
1033369,2017-05-21,Malahide,Ireland,New Zealand,New Zealand,Ireland,field,ODI,2017
1033371,2017-05-24,Clontarf Cricket Club Ground,Bangladesh,New Zealand,Bangladesh,Bangladesh,field,ODI,2017
1034819,2017-01-15,Maharashtra Cricket Association Stadium,India,England,India,India,field,ODI,2017
1034821,2017-01-19,Barabati Stadium,India,England,India,England,field,ODI,2017
1034823,2017-01-22,Eden Gardens,India,England,England,India,field,ODI,2017
1041523,2017-01-18,Sheikh Kamal International Cricket Stadium,Bangladesh,South Africa,South Africa,South Africa,bat,ODI,2017
1041525,2017-01-20,Sheikh Kamal International Cricket Stadium,Bangladesh,South Africa,South Africa,Bangladesh,bat,ODI,2017
1043953,2016-11-18,Manuka Oval,Australia,South Africa,Australia,South Africa,bat,ODI,2016
1043955,2016-11-20,Manuka Oval,Australia,South Africa,Australia,Australia,bat,ODI,2016
1043961,2016-11-29,International Sports Stadium,Australia,South Africa,Australia,South Africa,field,ODI,2016
1044203,2016-09-18,Rangiri Dambulla International Stadium,Sri Lanka,Australia,Australia,Sri Lanka,bat,ODI,2016
1044209,2016-09-25,Khettarama Stadium,Sri Lanka,Australia,Australia,Australia,bat,ODI,2016
1050223,2016-09-30,Sharjah Cricket Stadium,Pakistan,West Indies,Pakistan,West Indies,field,ODI,2016
1050225,2016-10-02,Sharjah Cricket Stadium,Pakistan,West Indies,Pakistan,Pakistan,bat,ODI,2016
1050227,2016-10-05,Sheikh Zayed Stadium,Pakistan,West Indies,Pakistan,Pakistan,bat,ODI,2016
1050607,2016-11-11,Bert Sutcliffe Oval,New Zealand,Pakistan,New Zealand,New Zealand,bat,ODI,2016
1050609,2016-11-13,Bert Sutcliffe Oval,New Zealand,Pakistan,New Zealand,Pakistan,bat,ODI,2016
1050611,2016-11-17,Saxton Oval,New Zealand,Pakistan,New Zealand,New Zealand,field,ODI,2016
1050623,2017-02-26,Eden Park No 2,New Zealand,Australia,New Zealand,Australia,bat,ODI,2017
1050625,2017-03-02,Bay Oval,New Zealand,Australia,Australia,Australia,field,ODI,2017
1050627,2017-03-05,Bay Oval,New Zealand,Australia,Australia,Australia,field,ODI,2017
1059195,2016-11-15,R Premadasa Stadium,Sri Lanka,England,England,Sri Lanka,bat,ODI,2016
1059196,2016-11-17,R Premadasa Stadium,Sri Lanka,England,England,England,bat,ODI,2016
1059710,2016-11-14,Harare Sports Club,Zimbabwe,Sri Lanka,Sri Lanka,Sri Lanka,field,ODI,2016
1059711,2016-11-16,Harare Sports Club,Sri Lanka,West Indies,West Indies,Sri Lanka,field,ODI,2016
1059712,2016-11-19,Queens Sports Club,Zimbabwe,West Indies,,Zimbabwe,bat,ODI,2016
1059713,2016-11-21,Queens Sports Club,Zimbabwe,Sri Lanka,,Zimbabwe,bat,ODI,2016
1059714,2016-11-23,Queens Sports Club,Sri Lanka,West Indies,Sri Lanka,West Indies,field,ODI,2016
1059715,2016-11-25,Queens Sports Club,Zimbabwe,West Indies,Zimbabwe,Zimbabwe,bat,ODI,2016
1059716,2016-11-27,Queens Sports Club,Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,bat,ODI,2016
1062580,2016-11-09,Sinhalese Sports Club Ground,Sri Lanka,England,England,Sri Lanka,bat,ODI,2016
1068737,2017-04-02,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea,Papua New Guinea,Papua New Guinea,bat,ODI,2017
1072310,2018-01-14,Melbourne Cricket Ground,Australia,England,England,England,field,ODI,2018
1072311,2018-01-19,"Brisbane Cricket Ground, Woolloongabba",Australia,England,England,Australia,bat,ODI,2018
1072312,2018-01-21,Sydney Cricket Ground,England,Australia,England,Australia,field,ODI,2018
1072313,2018-01-26,Adelaide Oval,England,Australia,Australia,Australia,field,ODI,2018
1072314,2018-01-28,Perth Stadium,England,Australia,England,Australia,field,ODI,2018
1073401,2017-02-07,P Sara Oval,Sri Lanka,India,India,India,bat,ODI,2017
1073403,2017-02-07,Nondescripts Cricket Club Ground,Pakistan,South Africa,South Africa,South Africa,bat,ODI,2017
1073405,2017-02-08,Nondescripts Cricket Club Ground,Sri Lanka,Ireland,Sri Lanka,Sri Lanka,bat,ODI,2017
1073408,2017-02-08,P Sara Oval,Bangladesh,Pakistan,Pakistan,Pakistan,bat,ODI,2017
1073411,2017-02-10,P Sara Oval,India,Ireland,India,India,bat,ODI,2017
1073413,2017-02-11,P Sara Oval,Bangladesh,South Africa,South Africa,Bangladesh,bat,ODI,2017
1073421,2017-02-15,P Sara Oval,India,South Africa,India,South Africa,field,ODI,2017
1073422,2017-02-15,Nondescripts Cricket Club Ground,Sri Lanka,Pakistan,Sri Lanka,Sri Lanka,field,ODI,2017
1073423,2017-02-15,Colombo Cricket Club Ground,Bangladesh,Ireland,Bangladesh,Bangladesh,field,ODI,2017
1073424,2017-02-17,P Sara Oval,Sri Lanka,South Africa,South Africa,Sri Lanka,bat,ODI,2017
1073425,2017-02-17,Nondescripts Cricket Club Ground,Bangladesh,India,India,India,field,ODI,2017
1073426,2017-02-17,Colombo Cricket Club Ground,Ireland,Pakistan,Pakistan,Pakistan,bat,ODI,2017
1073427,2017-02-19,P Sara Oval,India,Pakistan,India,India,field,ODI,2017
1073428,2017-02-19,Nondescripts Cricket Club Ground,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,field,ODI,2017
1073429,2017-02-19,Colombo Cricket Club Ground,Ireland,South Africa,South Africa,Ireland,bat,ODI,2017
1073430,2017-02-21,P Sara Oval,India,South Africa,India,South Africa,bat,ODI,2017
1075504,2017-10-15,Diamond Oval,Bangladesh,South Africa,South Africa,Bangladesh,bat,ODI,2017
1075505,2017-10-18,Boland Park,South Africa,Bangladesh,South Africa,Bangladesh,field,ODI,2017
1075506,2017-10-22,Buffalo Park,South Africa,Bangladesh,South Africa,South Africa,bat,ODI,2017
1077949,2017-04-07,Providence Stadium,West Indies,Pakistan,West Indies,West Indies,field,ODI,2017
1077950,2017-04-09,Providence Stadium,West Indies,Pakistan,Pakistan,West Indies,field,ODI,2017
1077951,2017-04-11,Providence Stadium,West Indies,Pakistan,Pakistan,West Indies,bat,ODI,2017
1078659,2017-01-22,Sheikh Zayed Stadium,Hong Kong,Scotland,Hong Kong,Hong Kong,field,ODI,2017
1078660,2017-01-24,Dubai International Cricket Stadium,United Arab Emirates,Scotland,United Arab Emirates,Scotland,bat,ODI,2017
1078661,2017-01-26,Dubai International Cricket Stadium,United Arab Emirates,Hong Kong,United Arab Emirates,United Arab Emirates,field,ODI,2017
1080630,2017-03-02,ICC Global Cricket Academy,United Arab Emirates,Ireland,Ireland,United Arab Emirates,field,ODI,2017
1080631,2017-03-04,ICC Global Cricket Academy,United Arab Emirates,Ireland,Ireland,United Arab Emirates,bat,ODI,2017
1083446,2017-03-25,Rangiri Dambulla International Stadium,Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,field,ODI,2017
1083447,2017-03-28,Rangiri Dambulla International Stadium,Sri Lanka,Bangladesh,,Sri Lanka,bat,ODI,2017
1083448,2017-04-01,Sinhalese Sports Club Ground,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,field,ODI,2017
1085945,2017-06-24,County Ground,New Zealand,Sri Lanka,New Zealand,New Zealand,field,ODI,2017
1085946,2017-06-24,County Ground,England,India,India,England,field,ODI,2017
1085947,2017-06-25,Grace Road,Pakistan,South Africa,South Africa,South Africa,field,ODI,2017
1085948,2017-06-26,County Ground,Australia,West Indies,Australia,West Indies,bat,ODI,2017
1085949,2017-06-27,Grace Road,England,Pakistan,England,Pakistan,field,ODI,2017
1085951,2017-06-29,County Ground,India,West Indies,India,India,field,ODI,2017
1085952,2017-06-29,County Ground,Australia,Sri Lanka,Australia,Australia,field,ODI,2017
1085953,2017-07-02,County Ground,England,Sri Lanka,England,Sri Lanka,bat,ODI,2017
1085954,2017-07-02,County Ground,Australia,New Zealand,Australia,New Zealand,bat,ODI,2017
1085955,2017-07-02,County Ground,India,Pakistan,India,India,bat,ODI,2017
1085956,2017-07-02,Grace Road,South Africa,West Indies,South Africa,South Africa,field,ODI,2017
1085957,2017-07-05,County Ground,England,South Africa,England,England,bat,ODI,2017
1085958,2017-07-05,County Ground,India,Sri Lanka,India,India,bat,ODI,2017
1085959,2017-07-05,Grace Road,Australia,Pakistan,Australia,Australia,bat,ODI,2017
1085960,2017-07-06,County Ground,New Zealand,West Indies,New Zealand,New Zealand,field,ODI,2017
1085961,2017-07-08,County Ground,New Zealand,Pakistan,New Zealand,Pakistan,bat,ODI,2017
1085962,2017-07-08,Grace Road,India,South Africa,South Africa,India,field,ODI,2017
1085963,2017-07-09,County Ground,England,Australia,England,England,bat,ODI,2017
1085964,2017-07-09,County Ground,Sri Lanka,West Indies,West Indies,Sri Lanka,field,ODI,2017
1085965,2017-07-11,Grace Road,Pakistan,West Indies,West Indies,Pakistan,field,ODI,2017
1085966,2017-07-12,County Ground,South Africa,Sri Lanka,South Africa,Sri Lanka,bat,ODI,2017
1085967,2017-07-12,County Ground,Australia,India,Australia,Australia,field,ODI,2017
1085968,2017-07-12,County Ground,England,New Zealand,England,England,bat,ODI,2017
1085969,2017-07-15,County Ground,Australia,South Africa,Australia,Australia,bat,ODI,2017
1085970,2017-07-15,County Ground,England,West Indies,England,West Indies,field,ODI,2017
1085971,2017-07-15,County Ground,India,New Zealand,India,New Zealand,field,ODI,2017
1085972,2017-07-15,Grace Road,Pakistan,Sri Lanka,Sri Lanka,Sri Lanka,bat,ODI,2017
1085973,2017-07-18,County Ground,South Africa,England,England,South Africa,bat,ODI,2017
1085974,2017-07-20,County Ground,India,Australia,India,India,bat,ODI,2017
1085975,2017-07-23,Lord's,England,India,England,England,bat,ODI,2017
1086063,2017-10-22,Allan Border Field,England,Australia,Australia,Australia,field,ODI,2017
1086064,2017-10-26,International Sports Stadium,Australia,England,Australia,England,field,ODI,2017
1089183,2017-04-04,Sheikh Zayed Stadium,United Arab Emirates,Papua New Guinea,United Arab Emirates,United Arab Emirates,bat,ODI,2017
1089419,2017-06-15,"Grange Cricket Club Ground, Raeburn Place",Scotland,Zimbabwe,Scotland,Scotland,bat,ODI,2017
1089420,2017-06-17,"Grange Cricket Club Ground, Raeburn Place",Scotland,Zimbabwe,Zimbabwe,Scotland,bat,ODI,2017
1089521,2017-05-07,North-West University No1 Ground,India,Ireland,India,India,field,ODI,2017
1089522,2017-05-09,North-West University No1 Ground,South Africa,India,India,India,field,ODI,2017
1089524,2017-05-11,Senwes Park,South Africa,Ireland,South Africa,South Africa,bat,ODI,2017
1089528,2017-05-17,Senwes Park,South Africa,India,South Africa,India,field,ODI,2017
1089530,2017-05-19,North-West University No1 Ground,South Africa,Ireland,South Africa,South Africa,bat,ODI,2017
1089533,2017-05-21,Senwes Park,South Africa,India,India,India,field,ODI,2017
1098206,2017-06-23,"Queen's Park Oval, Port of Spain",West Indies,India,,West Indies,field,ODI,2017
1098207,2017-06-25,"Queen's Park Oval, Port of Spain",West Indies,India,India,West Indies,field,ODI,2017
1098208,2017-06-30,"Sir Vivian Richards Stadium, North Sound",West Indies,India,India,West Indies,field,ODI,2017
1098209,2017-07-02,"Sir Vivian Richards Stadium, North Sound",West Indies,India,West Indies,West Indies,bat,ODI,2017
1098210,2017-07-06,"Sabina Park, Kingston",West Indies,India,India,West Indies,bat,ODI,2017
1104478,2017-06-30,Galle International Stadium,Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,bat,ODI,2017
1104479,2017-07-02,Galle International Stadium,Sri Lanka,Zimbabwe,Sri Lanka,Sri Lanka,field,ODI,2017
1104480,2017-07-06,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,Sri Lanka,Sri Lanka,field,ODI,2017
1104481,2017-07-08,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,bat,ODI,2017
1104482,2017-07-10,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,Zimbabwe,Zimbabwe,field,ODI,2017
1109605,2017-08-20,Rangiri Dambulla International Stadium,Sri Lanka,India,India,India,field,ODI,2017
1109606,2017-08-24,Pallekele International Cricket Stadium,Sri Lanka,India,India,India,field,ODI,2017
1109607,2017-08-27,Pallekele International Cricket Stadium,Sri Lanka,India,India,Sri Lanka,bat,ODI,2017
1109608,2017-08-31,"R.Premadasa Stadium, Khettarama",India,Sri Lanka,India,India,bat,ODI,2017
1109609,2017-09-03,"R.Premadasa Stadium, Khettarama",Sri Lanka,India,India,Sri Lanka,bat,ODI,2017
1115775,2018-02-25,Seddon Park,England,New Zealand,New Zealand,New Zealand,field,ODI,2018
1115776,2018-02-28,Bay Oval,New Zealand,England,England,England,field,ODI,2018
1115777,2018-03-03,Westpac Stadium,England,New Zealand,England,New Zealand,field,ODI,2018
1115778,2018-03-07,University Oval,England,New Zealand,New Zealand,New Zealand,field,ODI,2018
1115779,2018-03-10,Hagley Oval,New Zealand,England,England,England,field,ODI,2018
1115795,2017-12-20,Cobham Oval (New),West Indies,New Zealand,New Zealand,New Zealand,field,ODI,2017
1115796,2017-12-23,Hagley Oval,New Zealand,West Indies,New Zealand,West Indies,field,ODI,2017
1115797,2017-12-26,Hagley Oval,New Zealand,West Indies,New Zealand,New Zealand,bat,ODI,2017
1115802,2018-01-06,Basin Reserve,New Zealand,Pakistan,New Zealand,Pakistan,field,ODI,2018
1115803,2018-01-09,Saxton Oval,Pakistan,New Zealand,New Zealand,Pakistan,bat,ODI,2018
1115804,2018-01-13,University Oval,New Zealand,Pakistan,New Zealand,New Zealand,bat,ODI,2018
1115805,2018-01-16,Seddon Park,Pakistan,New Zealand,New Zealand,Pakistan,bat,ODI,2018
1115806,2018-01-19,Basin Reserve,New Zealand,Pakistan,New Zealand,New Zealand,bat,ODI,2018
1119496,2017-09-17,"MA Chidambaram Stadium, Chepauk",India,Australia,India,India,bat,ODI,2017
1119497,2017-09-21,Eden Gardens,India,Australia,India,India,bat,ODI,2017
1119498,2017-09-24,Holkar Cricket Stadium,Australia,India,India,Australia,bat,ODI,2017
1119499,2017-09-28,M.Chinnaswamy Stadium,Australia,India,Australia,Australia,bat,ODI,2017
1119500,2017-10-01,"Vidarbha Cricket Association Stadium, Jamtha",Australia,India,India,Australia,bat,ODI,2017
1119537,2018-06-13,Kennington Oval,Australia,England,England,Australia,bat,ODI,2018
1119538,2018-06-16,Sophia Gardens,England,Australia,England,Australia,field,ODI,2018
1119539,2018-06-19,Trent Bridge,England,Australia,England,Australia,field,ODI,2018
1119540,2018-06-21,Riverside Ground,Australia,England,England,Australia,bat,ODI,2018
1119541,2018-06-24,Old Trafford,Australia,England,England,Australia,bat,ODI,2018
1119546,2018-07-12,Trent Bridge,England,India,India,India,field,ODI,2018
1119547,2018-07-14,Lord's,England,India,England,England,bat,ODI,2018
1119548,2018-07-17,Headingley,India,England,England,England,field,ODI,2018
1120090,2017-10-22,Wankhede Stadium,India,New Zealand,New Zealand,India,bat,ODI,2017
1120091,2017-10-25,Maharashtra Cricket Association Stadium,New Zealand,India,India,New Zealand,bat,ODI,2017
1120092,2017-10-29,Green Park,India,New Zealand,India,New Zealand,field,ODI,2017
1120286,2017-10-13,Dubai International Cricket Stadium,Pakistan,Sri Lanka,Pakistan,Sri Lanka,field,ODI,2017
1120287,2017-10-16,Sheikh Zayed Stadium,Pakistan,Sri Lanka,Pakistan,Pakistan,bat,ODI,2017
1120288,2017-10-18,Sheikh Zayed Stadium,Sri Lanka,Pakistan,Pakistan,Sri Lanka,bat,ODI,2017
1120289,2017-10-20,Sharjah Cricket Stadium,Sri Lanka,Pakistan,Pakistan,Sri Lanka,bat,ODI,2017
1120290,2017-10-23,Sharjah Cricket Stadium,Sri Lanka,Pakistan,Pakistan,Sri Lanka,bat,ODI,2017
1122279,2018-02-01,Kingsmead,South Africa,India,India,South Africa,bat,ODI,2018
1122280,2018-02-04,SuperSport Park,South Africa,India,India,India,field,ODI,2018
1122281,2018-02-07,Newlands,India,South Africa,India,South Africa,field,ODI,2018
1122282,2018-02-10,The Wanderers Stadium,India,South Africa,South Africa,India,bat,ODI,2018
1122283,2018-02-13,St George's Park,India,South Africa,India,South Africa,field,ODI,2018
1122284,2018-02-16,SuperSport Park,South Africa,India,India,India,field,ODI,2018
1122726,2017-12-10,Himachal Pradesh Cricket Association Stadium,India,Sri Lanka,Sri Lanka,Sri Lanka,field,ODI,2017
1122727,2017-12-13,"Punjab Cricket Association IS Bindra Stadium, Mohali",India,Sri Lanka,India,Sri Lanka,field,ODI,2017
1122728,2017-12-17,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sri Lanka,India,India,India,field,ODI,2017
1122904,2017-10-31,Sharjah Cricket Stadium,New Zealand,Pakistan,New Zealand,New Zealand,bat,ODI,2017
1122905,2017-11-02,Sharjah Cricket Stadium,Pakistan,New Zealand,New Zealand,Pakistan,bat,ODI,2017
1122906,2017-11-05,Sharjah Cricket Stadium,New Zealand,Pakistan,Pakistan,New Zealand,bat,ODI,2017
1123204,2018-02-07,Diamond Oval,India,South Africa,India,South Africa,field,ODI,2018
1123205,2018-02-10,Senwes Park,India,South Africa,South Africa,India,bat,ODI,2018
1124089,2017-12-06,ICC Academy,Hong Kong,Papua New Guinea,Hong Kong,Papua New Guinea,field,ODI,2017
1126717,2018-06-09,"County Ground, New Road",England,South Africa,South Africa,England,bat,ODI,2018
1126718,2018-06-12,County Ground,England,South Africa,England,South Africa,field,ODI,2018
1126719,2018-06-15,St Lawrence Ground,South Africa,England,England,South Africa,bat,ODI,2018
1126727,2018-07-07,Headingley,England,New Zealand,England,England,bat,ODI,2018
1126728,2018-07-10,County Ground,England,New Zealand,England,England,bat,ODI,2018
1126729,2018-07-13,Grace Road,England,New Zealand,New Zealand,England,bat,ODI,2018
1130737,2018-01-15,"Shere Bangla National Stadium, Mirpur",Zimbabwe,Bangladesh,Bangladesh,Bangladesh,field,ODI,2018
1130738,2018-01-17,"Shere Bangla National Stadium, Mirpur",Zimbabwe,Sri Lanka,Zimbabwe,Sri Lanka,field,ODI,2018
1130739,2018-01-19,"Shere Bangla National Stadium, Mirpur",Bangladesh,Sri Lanka,Bangladesh,Bangladesh,bat,ODI,2018
1130740,2018-01-21,"Shere Bangla National Stadium, Mirpur",Zimbabwe,Sri Lanka,Sri Lanka,Zimbabwe,bat,ODI,2018
1130741,2018-01-23,"Shere Bangla National Stadium, Mirpur",Bangladesh,Zimbabwe,Bangladesh,Bangladesh,bat,ODI,2018
1130742,2018-01-25,"Shere Bangla National Stadium, Mirpur",Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,bat,ODI,2018
1130743,2018-01-27,"Shere Bangla National Stadium, Mirpur",Sri Lanka,Bangladesh,Sri Lanka,Sri Lanka,bat,ODI,2018
1131232,2018-03-12,Reliance Stadium,India,Australia,Australia,India,bat,ODI,2018
1131233,2018-03-15,Reliance Stadium,Australia,India,Australia,India,field,ODI,2018
1131274,2018-01-11,ICC Academy,United Arab Emirates,Ireland,Ireland,Ireland,field,ODI,2018
1131275,2018-01-13,ICC Academy,Ireland,United Arab Emirates,Ireland,Ireland,bat,ODI,2018
1131276,2018-01-16,ICC Academy,Scotland,Ireland,Ireland,Ireland,field,ODI,2018
1131277,2018-01-18,ICC Academy,Ireland,Scotland,Ireland,Ireland,bat,ODI,2018
1131278,2018-01-21,ICC Academy,Scotland,United Arab Emirates,Scotland,United Arab Emirates,field,ODI,2018
1131279,2018-01-23,ICC Academy,Scotland,United Arab Emirates,United Arab Emirates,Scotland,bat,ODI,2018
1131777,2018-04-09,"Vidarbha Cricket Association Stadium, Jamtha",India,England,England,India,bat,ODI,2018
1131778,2018-04-12,"Vidarbha Cricket Association Stadium, Jamtha",England,India,India,England,bat,ODI,2018
1133002,2018-03-06,Harare Sports Club,Papua New Guinea,Ireland,Ireland,Ireland,field,ODI,2018
1133003,2018-03-06,Old Hararians,West Indies,United Arab Emirates,West Indies,West Indies,bat,ODI,2018
1133005,2018-03-06,Bulawayo Athletic Club,Hong Kong,Scotland,Scotland,Scotland,field,ODI,2018
1133007,2018-03-08,Old Hararians,Papua New Guinea,West Indies,West Indies,Papua New Guinea,bat,ODI,2018
1133010,2018-03-10,Harare Sports Club,West Indies,Ireland,West Indies,Ireland,field,ODI,2018
1133012,2018-03-10,Queens Sports Club,Zimbabwe,Hong Kong,Zimbabwe,Hong Kong,field,ODI,2018
1133015,2018-03-12,Old Hararians,Ireland,United Arab Emirates,Ireland,United Arab Emirates,field,ODI,2018
1133017,2018-03-12,Queens Sports Club,Zimbabwe,Scotland,,Zimbabwe,bat,ODI,2018
1133019,2018-03-15,Queens Sports Club,Scotland,United Arab Emirates,Scotland,Scotland,bat,ODI,2018
1133022,2018-03-16,Harare Sports Club,Zimbabwe,Ireland,Zimbabwe,Ireland,field,ODI,2018
1133023,2018-03-17,Old Hararians,Papua New Guinea,Hong Kong,Papua New Guinea,Papua New Guinea,bat,ODI,2018
1133025,2018-03-18,Harare Sports Club,Ireland,Scotland,Ireland,Scotland,field,ODI,2018
